,evaluation_mode,train_size,validation_unbalance_rate,use_scale_free_distribution,fall_out,prevalence,negative_likelyhood_ratio,f1_score,fowlkes_mallows_index,precision,balanced_accuracy,miss_rate,false_omission_rate,prevalence_threshold,matthews_correlation_coefficient,positive_likelyhood_ratio,recall,specificity,markedness,accuracy,false_discovery_rate,negative_predictive_value,diagnostic_odds_ratio,informedness,threat_score,auroc,auprc,time_required_for_training,time_required_for_evaluation,time,task_name,model_name,library_name,graph_name,nodes_number,edges_number,evaluation_schema,holdout_number,holdouts_kwargs,use_subgraph_as_support,node_feature_shapes,node_type_feature_shapes,edge_type_feature_shapes,number_of_threads,python_version,platform,node,embiggen_version,number_of_holdouts,number_of_slurm_nodes,time_required_to_compute_constant_node_features,time_required_to_compute_constant_node_type_features,time_required_to_compute_constant_edge_features,time_required_for_setting_up_holdout,time_required_to_compute_node_features,time_required_to_compute_node_type_features,time_required_to_compute_edge_type_features,time_required_to_compute_edge_features,features_names,"('model_parameters', 'random_state')","('model_parameters', 'edge_features')","('model_parameters', 'edge_embeddings')","('model_parameters', 'cooccurrence_iterations')","('model_parameters', 'cooccurrence_window_size')","('model_parameters', 'number_of_epochs')","('model_parameters', 'number_of_edges_per_mini_batch')","('model_parameters', 'learning_rate')","('model_parameters', 'first_order_decay_factor')","('model_parameters', 'second_order_decay_factor')","('model_parameters', 'avoid_false_negatives')","('model_parameters', 'use_scale_free_distribution')","('features_parameters', 'random_state')","('features_parameters', 'embedding_size')","('features_parameters', 'epochs')","('features_parameters', 'clipping_value')","('features_parameters', 'number_of_negative_samples')","('features_parameters', 'walk_length')","('features_parameters', 'iterations')","('features_parameters', 'window_size')","('features_parameters', 'max_neighbours')","('features_parameters', 'learning_rate')","('features_parameters', 'learning_rate_decay')","('features_parameters', 'central_nodes_embedding_path')","('features_parameters', 'contextual_nodes_embedding_path')","('features_parameters', 'normalize_by_degree')","('features_parameters', 'stochastic_downsample_by_degree')","('features_parameters', 'normalize_learning_rate_by_degree')","('features_parameters', 'use_scale_free_distribution')","('features_parameters', 'dtype')","('features_parameters', 'verbose')","('features_parameters', 'avoid_false_negatives')","('features_parameters', 'node_embedding_path')","('features_parameters', 'return_weight')","('features_parameters', 'explore_weight')","('features_parameters', 'contextual_node_embedding_path')"
107,test,0.0138064691637981,1.0,True,0.8787748058671269,0.6666666666666666,0.3416370106761563,0.7994962669785014,0.8107394871625389,0.6856966517512729,0.5399050905953409,0.0414150129421915,0.4059196617336152,0.4891355161195477,0.1494290877516583,1.0908198330878742,0.9585849870578084,0.1212251941328731,0.2797769900176576,0.67946505608283,0.3143033482487271,0.5940803382663848,3.1929205531009672,0.0798101811906817,0.6659673310355163,0.7038646651370786,0.8075097880211424,127.31531381607056,0.1105291843414306,1699172454.233545,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,2895.771117210388,2894.976741075516,5.0067901611328125e-06,9.5367431640625e-07,1.9073486328125e-06,Walklets CBOW,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
108,train,0.0138064691637981,1.0,True,0.8550266072199051,0.6666666666666666,0.0054563492063494,0.8235050080009483,0.8365397932372111,0.7003528225806451,0.5720911836617287,0.0007910254566374,0.0107948969578017,0.4805309294302409,0.3153126926131489,1.1686291000841045,0.9992089745433624,0.1449733927800949,0.6895579256228435,0.7144637806222733,0.2996471774193548,0.9892051030421982,214.1778423426791,0.1441823673234574,0.6999647372928316,0.9107275858004006,0.9404780705138224,101.62142372131348,0.1063511371612548,1699175461.6775591,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,4,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,2904.1464309692383,2903.3641269207,5.245208740234375e-06,1.6689300537109375e-06,9.5367431640625e-07,Walklets CBOW,210,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
109,test,0.0138064691637981,1.0,True,0.8744607420189818,0.6666666666666666,0.3281786941580752,0.8003240907454087,0.8114855622259749,0.6868046971569839,0.542169974115617,0.0411993097497842,0.3962655601659751,0.4884925548033498,0.1565377135803671,1.096447952639369,0.9588006902502156,0.1255392579810181,0.2905391369910088,0.6810468794938165,0.3131953028430161,0.603734439834025,3.3410089446916924,0.0843399482312339,0.6671169143028666,0.7639663164296971,0.8481232321760357,101.62142372131348,0.1063511371612548,1699175461.6775591,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,4,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,2904.1464309692383,2903.3641269207,5.245208740234375e-06,1.6689300537109375e-06,9.5367431640625e-07,Walklets CBOW,210,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
110,train,0.0138064691637981,1.0,True,0.8625053933553861,0.6666666666666666,0.0162133891213389,0.8215406477588963,0.834662861721145,0.6982185990338164,0.5676326765424996,0.0022292535596145,0.0314083080040526,0.4817977805709529,0.3003270375055368,1.1568284142071037,0.9977707464403854,0.1374946066446138,0.6668102910297637,0.7110120331751283,0.3017814009661835,0.9685916919959472,71.3501912246443,0.1352653530849992,0.6971310857659649,0.6915398491678704,0.768932531543458,103.34407496452332,0.1063270568847656,1699178460.720329,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,2894.119395971298,2893.3264179229736,4.0531158447265625e-06,7.152557373046875e-07,1.1920928955078125e-06,Walklets CBOW,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
111,test,0.0138064691637981,1.0,True,0.8619499568593615,0.6666666666666666,0.3781250000000001,0.7968806673920928,0.8071791881777588,0.6874217772215269,0.5429249352890423,0.0522001725625539,0.4306049822064057,0.4881339643008722,0.1484846410048076,1.0995995995995995,0.947799827437446,0.1380500431406384,0.256816795015121,0.6778832326718436,0.3125782227784731,0.5693950177935942,2.9080319989410888,0.0858498705780845,0.6623454929152849,0.5993226193923684,0.7031615528762875,103.34407496452332,0.1063270568847656,1699178460.720329,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,2894.119395971298,2893.3264179229736,4.0531158447265625e-06,7.152557373046875e-07,1.1920928955078125e-06,Walklets CBOW,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
112,train,0.0138064691637981,1.0,True,0.8174888537322019,0.6666666666666666,0.0027580772261622,0.8300636029741109,0.8422535117622387,0.7097482510340601,0.591003883215878,0.0005033798360419,0.0054858934169279,0.4748943175930361,0.3580240476446475,1.2226425052779732,0.999496620163958,0.182511146267798,0.7042623576171323,0.7271681288652381,0.2902517489659398,0.9945141065830722,443.2952397707961,0.1820077664317561,0.7094946401225115,0.9022141100705569,0.9309358108537216,96.55329990386964,0.1107311248779296,1699181457.786818,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,2898.936310052872,2898.147454023361,5.245208740234375e-06,9.5367431640625e-07,1.9073486328125e-06,Walklets CBOW,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
113,test,0.0138064691637981,1.0,True,0.8166522864538395,0.6666666666666666,0.2788235294117648,0.8050878477306003,0.8144940036485168,0.6991417673235855,0.5661130284728214,0.0511216566005177,0.3580060422960725,0.4812503972289192,0.2123841609058478,1.1619123085050185,0.9488783433994824,0.1833477135461604,0.3411357250275131,0.6937014667817084,0.3008582326764145,0.6419939577039275,4.167196043161457,0.1322260569456428,0.6737632102925409,0.7424244257158406,0.8285598877984685,96.55329990386964,0.1107311248779296,1699181457.786818,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,2898.936310052872,2898.147454023361,5.245208740234375e-06,9.5367431640625e-07,1.9073486328125e-06,Walklets CBOW,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
114,train,0.0138064691637981,1.0,True,0.8636559758377679,0.6666666666666666,0.0031645569620253,0.8222176214841324,0.8354733413070067,0.6983170057774428,0.5679562778656695,0.0004314684308931,0.0062893081761006,0.4817394745491081,0.3066842888344178,1.15736885928393,0.9995685315691069,0.1363440241622321,0.6920276976013422,0.7118270291001486,0.3016829942225572,0.9937106918238994,365.72855953371743,0.1359125557313389,0.6981065742554367,0.862802742826964,0.902890697213038,127.91951608657835,0.1123878955841064,1699184604.05601,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,3016.739377975464,3015.9400906562805,4.76837158203125e-06,9.5367431640625e-07,2.1457672119140625e-06,Walklets CBOW,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
115,test,0.0138064691637981,1.0,True,0.8559102674719585,0.6666666666666666,0.302395209580838,0.8022435317532115,0.8128756583512697,0.6908694297288875,0.5502588438308887,0.0435720448662639,0.376865671641791,0.4861235740631155,0.177659594956262,1.1174395161290325,0.956427955133736,0.1440897325280414,0.3140037580870964,0.6856485475985045,0.3091305702711124,0.6231343283582089,3.695295033535616,0.1005176876617774,0.6697885196374622,0.6916313489135929,0.79295481570444,127.91951608657835,0.1123878955841064,1699184604.05601,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,3016.739377975464,3015.9400906562805,4.76837158203125e-06,9.5367431640625e-07,2.1457672119140625e-06,Walklets CBOW,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
116,train,0.0138064691637981,1.0,True,0.8386308068459658,0.6666666666666666,0.0120320855614971,0.8257377439314612,0.8383275740612819,0.70416032470827,0.5797137926075075,0.001941607939019,0.0234986945169712,0.4782585664782778,0.3294180323690772,1.190104613273881,0.9980583920609808,0.1613691931540342,0.6806616301912987,0.719161992425332,0.29583967529173,0.9765013054830288,98.91091674765306,0.1594275852150151,0.703197041090338,0.7528902169027112,0.8096628013497902,121.86147117614746,0.1065988540649414,1699187853.17775,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,3125.60915184021,3124.790193796158,5.0067901611328125e-06,2.1457672119140625e-06,9.5367431640625e-07,Walklets CBOW,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
117,test,0.0138064691637981,1.0,True,0.8291630716134599,0.6666666666666666,0.332070707070707,0.8001097795261184,0.8094870333776886,0.6946783161239078,0.557053494391717,0.0567299396031061,0.3990895295902883,0.4838886070068598,0.1836538764891734,1.1376170655567115,0.943270060396894,0.1708369283865401,0.2955887865336195,0.6857923497267759,0.3053216838760921,0.6009104704097117,3.4258278171897936,0.114106988783434,0.6668191521805429,0.6170156318744924,0.7252986154620843,121.86147117614746,0.1065988540649414,1699187853.17775,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,3125.60915184021,3124.790193796158,5.0067901611328125e-06,2.1457672119140625e-06,9.5367431640625e-07,Walklets CBOW,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
118,train,0.0138064691637981,1.0,True,0.8504242772903783,0.6666666666666666,0.0057692307692308,0.8242517723133509,0.8371761188380622,0.7014691775634877,0.5743563929239177,0.0008629368617862,0.0114068441064638,0.4798663182304497,0.3203452700088641,1.1748689328598003,0.9991370631382136,0.1495757227096217,0.690062333457024,0.7159499496620164,0.2985308224365123,0.988593155893536,203.6439483623629,0.1487127858478354,0.701044452293254,0.7743961329473815,0.8339243263694935,132.14552402496338,0.1131772994995117,1699191081.0459929,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,3094.0725181102757,3093.240634918213,5.0067901611328125e-06,1.1920928955078125e-06,1.6689300537109375e-06,Walklets CBOW,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
119,test,0.0138064691637981,1.0,True,0.8619499568593615,0.6666666666666666,0.4234374999999996,0.7937085189562687,0.8036770612754242,0.685997171145686,0.5397972389991372,0.058455565142364,0.4585448392554991,0.4889612529479063,0.1345509183405661,1.0923423423423424,0.941544434857636,0.1380500431406384,0.2274523318901868,0.6737129709519701,0.3140028288543139,0.5414551607445008,2.579701472690405,0.0795944779982744,0.6579740729574917,0.633271514858023,0.7401544675035029,132.14552402496338,0.1131772994995117,1699191081.0459929,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.3113021850585938e-05,9.5367431640625e-07,1.1920928955078125e-06,3094.0725181102757,3093.240634918213,5.0067901611328125e-06,1.1920928955078125e-06,1.6689300537109375e-06,Walklets CBOW,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
120,train,0.0138064691637981,1.0,False,0.0035955702574428,0.6666666666666666,0.005412817551963,0.9963979540378936,0.9963995700417648,0.9981957274826788,0.9955055371781965,0.0053933553861642,0.010709695844638,0.0567153946215026,0.9892469828741184,276.6199999999995,0.9946066446138356,0.9964044297425572,0.9874860316380408,0.9952059063234096,0.001804272517321,0.989290304155362,51104.62293333314,0.9910110743563928,0.992821764410308,0.9995716498329718,0.9996159799318636,75.66161012649536,0.0497448444366455,1699238556.2641191,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.551986932754517,13.778104066848757,4.0531158447265625e-06,9.5367431640625e-07,9.5367431640625e-07,First-order LINE,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
121,test,0.0138064691637981,1.0,False,0.0034512510785159,0.6666666666666666,0.0606060606060606,0.968,0.968442380304538,0.998166819431714,0.9680759275237274,0.0603968938740293,0.1081081081081081,0.0571428571428571,0.9128143917066276,272.25000000000017,0.9396031061259706,0.996548748921484,0.890058711323606,0.9585849870578084,0.0018331805682859,0.8918918918918919,4492.125000000001,0.9361518550474548,0.937984496124031,0.991689378469583,0.9963541092012358,75.66161012649536,0.0497448444366455,1699238556.2641191,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.551986932754517,13.778104066848757,4.0531158447265625e-06,9.5367431640625e-07,9.5367431640625e-07,First-order LINE,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
122,train,0.0138064691637981,1.0,False,0.0035955702574428,0.6666666666666666,0.0057736720554272,0.9962171704434918,0.9962191261587956,0.9981950761677856,0.9953257586653244,0.0057529124119085,0.0114155251141552,0.0567250672264106,0.9887136387863452,276.51999999999947,0.9942470875880914,0.9964044297425572,0.9867795510536306,0.99496620163958,0.0018049238322143,0.9885844748858448,47893.26399999963,0.9906515173306488,0.9924628526308232,0.9996683496259088,0.9996267370354108,75.91670680046082,0.0516512393951416,1699238647.609559,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.347223043441772,13.552156925201416,4.0531158447265625e-06,2.1457672119140625e-06,7.152557373046875e-07,First-order LINE,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
123,test,0.0138064691637981,1.0,False,0.0038826574633304,0.6666666666666666,0.059982676483326,0.968236339404709,0.9686655186193248,0.9979395604395604,0.968183779119931,0.0597497842968075,0.1071152358855375,0.0603802562556323,0.9133121030640756,242.1666666666642,0.9402502157031924,0.9961173425366696,0.890824324554023,0.9588725913143514,0.0020604395604395,0.8928847641144625,4037.276774969878,0.936367558239862,0.9384284176533908,0.991399370273234,0.9961031679036748,75.91670680046082,0.0516512393951416,1699238647.609559,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.347223043441772,13.552156925201416,4.0531158447265625e-06,2.1457672119140625e-06,7.152557373046875e-07,First-order LINE,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
124,train,0.0138064691637981,1.0,False,0.0040270386883359,0.6666666666666666,0.0064259927797833,0.9957839357140283,0.99578634140085,0.9979776092452148,0.9947864231267078,0.0064001150582482,0.0126889078984887,0.0598526081773178,0.9874284503562836,246.7321428571421,0.9935998849417518,0.995972961311664,0.9852887013467262,0.9943909103983892,0.0020223907547851,0.9873110921015112,38395.9570626003,0.9895728462534156,0.9916032725706904,0.9997159587407872,0.9998026560892808,75.61183404922485,0.0490241050720214,1699238738.841055,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.531848907470703,13.749176025390623,3.814697265625e-06,3.0994415283203125e-06,9.5367431640625e-07,First-order LINE,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
125,test,0.0138064691637981,1.0,False,0.0030198446937014,0.6666666666666666,0.0670705322371267,0.9646560374623704,0.9652069867649478,0.9983844911147012,0.965056082830026,0.0668679896462467,0.118275467378863,0.0538259604910611,0.9047652237370168,309.00000000000443,0.9331320103537531,0.9969801553062986,0.8801090237358382,0.954414725337935,0.0016155088852988,0.8817245326211369,4607.090322580713,0.9301121656600516,0.9317251776868404,0.9906838182033394,0.996106226966704,75.61183404922485,0.0490241050720214,1699238738.841055,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.531848907470703,13.749176025390623,3.814697265625e-06,3.0994415283203125e-06,9.5367431640625e-07,First-order LINE,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
126,train,0.0138064691637981,1.0,False,0.0037393930677405,0.6666666666666666,0.0062075934748087,0.9959642548284808,0.995966582540268,0.9981222013577928,0.9950381130447288,0.0061843808428017,0.0122629402538143,0.0577953494296633,0.9879654936733206,265.7692307692328,0.9938156191571984,0.9962606069322596,0.9858592611039784,0.9946306150822188,0.0018777986422071,0.9877370597461856,42813.56887298754,0.9900762260894578,0.9919609532012632,0.9997725735878727,0.9998430839689522,75.242849111557,0.049515962600708,1699238829.375602,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.191274881362917,13.42106795310974,4.0531158447265625e-06,1.1920928955078125e-06,9.5367431640625e-07,First-order LINE,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
127,test,0.0138064691637981,1.0,False,0.0034512510785159,0.6666666666666666,0.0649350649350649,0.9657015590200444,0.9662124997567324,0.998158379373849,0.9659188955996548,0.0647109577221742,0.1149425287356321,0.0572669541968678,0.9072011394453467,271.00000000000017,0.9352890422778256,0.996548748921484,0.8832158506382168,0.9557089444923784,0.001841620626151,0.8850574712643678,4173.400000000003,0.93183779119931,0.933677863910422,0.98967183709142,0.9956677810416772,75.242849111557,0.049515962600708,1699238829.375602,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,1.5020370483398438e-05,7.152557373046875e-07,9.5367431640625e-07,14.191274881362917,13.42106795310974,4.0531158447265625e-06,1.1920928955078125e-06,9.5367431640625e-07,First-order LINE,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,False,f32,False,False,,,,
