,evaluation_mode,train_size,validation_unbalance_rate,use_scale_free_distribution,fall_out,prevalence,negative_likelyhood_ratio,f1_score,fowlkes_mallows_index,precision,balanced_accuracy,miss_rate,false_omission_rate,prevalence_threshold,matthews_correlation_coefficient,positive_likelyhood_ratio,recall,specificity,markedness,accuracy,false_discovery_rate,negative_predictive_value,diagnostic_odds_ratio,informedness,threat_score,auroc,auprc,time_required_for_training,time_required_for_evaluation,time,task_name,model_name,library_name,graph_name,nodes_number,edges_number,evaluation_schema,holdout_number,holdouts_kwargs,use_subgraph_as_support,node_feature_shapes,node_type_feature_shapes,edge_type_feature_shapes,number_of_threads,python_version,platform,node,embiggen_version,number_of_holdouts,number_of_slurm_nodes,time_required_to_compute_constant_node_features,time_required_to_compute_constant_node_type_features,time_required_to_compute_constant_edge_features,time_required_for_setting_up_holdout,time_required_to_compute_node_features,time_required_to_compute_node_type_features,time_required_to_compute_edge_type_features,time_required_to_compute_edge_features,features_names,"('model_parameters', 'random_state')","('model_parameters', 'edge_features')","('model_parameters', 'edge_embeddings')","('model_parameters', 'cooccurrence_iterations')","('model_parameters', 'cooccurrence_window_size')","('model_parameters', 'number_of_epochs')","('model_parameters', 'number_of_edges_per_mini_batch')","('model_parameters', 'learning_rate')","('model_parameters', 'first_order_decay_factor')","('model_parameters', 'second_order_decay_factor')","('model_parameters', 'avoid_false_negatives')","('model_parameters', 'use_scale_free_distribution')","('features_parameters', 'random_state')","('features_parameters', 'embedding_size')","('features_parameters', 'epochs')","('features_parameters', 'clipping_value')","('features_parameters', 'number_of_negative_samples')","('features_parameters', 'walk_length')","('features_parameters', 'iterations')","('features_parameters', 'window_size')","('features_parameters', 'max_neighbours')","('features_parameters', 'learning_rate')","('features_parameters', 'learning_rate_decay')","('features_parameters', 'central_nodes_embedding_path')","('features_parameters', 'contextual_nodes_embedding_path')","('features_parameters', 'normalize_by_degree')","('features_parameters', 'stochastic_downsample_by_degree')","('features_parameters', 'normalize_learning_rate_by_degree')","('features_parameters', 'use_scale_free_distribution')","('features_parameters', 'dtype')","('features_parameters', 'verbose')","('features_parameters', 'avoid_false_negatives')","('features_parameters', 'node_embedding_path')","('features_parameters', 'return_weight')","('features_parameters', 'explore_weight')","('features_parameters', 'contextual_node_embedding_path')"
560,train,0.0138064691637981,1.0,True,0.3080684596577017,0.6666666666666666,0.2067137809187279,0.8522796352583587,0.8522923912750835,0.8476420798065296,0.7744498777506112,0.1430317848410758,0.2925,0.3748327236828624,0.552012093956504,2.781746031746032,0.8569682151589242,0.6919315403422983,0.5551420798065296,0.8019559902200489,0.1523579201934704,0.7075,13.45699362366029,0.5488997555012225,0.7425847457627118,0.8683762645697647,0.9233775608545404,122.5895459651947,0.0568270683288574,1698750963.1218922,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,28.66341710090637,27.761088848114014,5.245208740234375e-06,9.5367431640625e-07,1.1920928955078125e-06,First-order LINE,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
561,test,0.0138064691637981,1.0,True,0.3140638481449526,0.6666666666666666,0.3987421383647799,0.7714154832798901,0.7728948174462051,0.822265625,0.7062122519413288,0.27351164797239,0.443666899930021,0.3966811373397036,0.3951498340599331,2.313186813186813,0.72648835202761,0.6859361518550474,0.3785987250699789,0.7129709519700892,0.177734375,0.5563331000699789,5.801209831178284,0.4124245038826575,0.627889634601044,0.7740587226351002,0.8707574089638155,122.5895459651947,0.0568270683288574,1698750963.1218922,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,28.66341710090637,27.761088848114014,5.245208740234375e-06,9.5367431640625e-07,1.1920928955078125e-06,First-order LINE,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
562,train,0.0138064691637981,1.0,True,0.948367611103121,0.6666666666666666,0.1364902506963797,0.8049434534219424,0.8197724033603457,0.6767963925105381,0.5222925355961455,0.0070473177045879,0.2144420131291028,0.4942576513471554,0.1435761223908377,1.0470124355474673,0.992952682295412,0.051632388896879,0.4623543793814353,0.6791792511625677,0.3232036074894618,0.7855579868708972,7.670968660439555,0.044585071192291,0.6735609756097561,0.6602729294836533,0.7630214866022942,118.52264213562012,0.0500879287719726,1698751082.94788,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,28.66341710090637,27.761088848114014,5.245208740234375e-06,9.5367431640625e-07,1.1920928955078125e-06,First-order LINE,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
563,test,0.0138064691637981,1.0,True,0.9465056082830026,0.6666666666666666,1.2258064516129026,0.7762049811861673,0.7875773170777242,0.6638063132087036,0.4939603106125971,0.0655737704918032,0.7102803738317757,0.5016055211411783,-0.023693412195574,0.9872379216043756,0.9344262295081968,0.0534943917169974,-0.046474060623072,0.640782283577797,0.3361936867912963,0.2897196261682243,0.8053783044667279,-0.0120793787748058,0.6342606149341142,0.5947661686199686,0.7225622445869951,118.52264213562012,0.0500879287719726,1698751082.94788,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,5,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,28.66341710090637,27.761088848114014,5.245208740234375e-06,9.5367431640625e-07,1.1920928955078125e-06,First-order LINE,252,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
564,train,0.0138064691637981,1.0,True,0.315978714224076,0.6666666666666666,0.191757779646762,0.8573354621252439,0.8574105482046496,0.8461376847118146,0.7764274413922048,0.1311664029915145,0.2772036474164134,0.3761930779601193,0.5608368394649285,2.7496586253982698,0.8688335970084855,0.684021285775924,0.568934037295401,0.8072294932642984,0.1538623152881854,0.7227963525835865,14.339228533326937,0.5528548827844095,0.7502949760914115,0.8694428168221762,0.924050235954886,115.05128479003906,0.0501949787139892,1698751222.2839592,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,22.639375925064087,21.77520704269409,5.0067901611328125e-06,9.5367431640625e-07,2.1457672119140625e-06,First-order LINE,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
565,test,0.0138064691637981,1.0,True,0.3028472821397756,0.6666666666666666,0.3768564356435643,0.7807217907720421,0.782081002746818,0.829611650485437,0.7172131147540983,0.2627264883520276,0.4297812279463656,0.3905823164314153,0.4167695081292751,2.4344729344729346,0.7372735116479724,0.6971527178602244,0.3998304225390714,0.7238999137187231,0.170388349514563,0.5702187720536345,6.459947885235242,0.4344262295081966,0.6403147246159611,0.7865568522148382,0.8792733827607856,115.05128479003906,0.0501949787139892,1698751222.2839592,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,22.639375925064087,21.77520704269409,5.0067901611328125e-06,9.5367431640625e-07,2.1457672119140625e-06,First-order LINE,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
566,train,0.0138064691637981,1.0,True,0.9531137638429454,0.6666666666666666,0.1426380368098165,0.8043440284167006,0.8193066003450954,0.6757827788649706,0.5200992377391054,0.0066877606788436,0.2219570405727923,0.4948363355799508,0.1350670308110718,1.0421759468839595,0.9933122393211564,0.0468862361570545,0.4538257382921782,0.6778369049331224,0.3242172211350294,0.7780429594272076,7.306437821164935,0.0401984754782107,0.6727219597720743,0.654073135729659,0.7622663384575031,105.70849704742432,0.0551731586456298,1698751329.093201,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,22.639375925064087,21.77520704269409,5.0067901611328125e-06,9.5367431640625e-07,2.1457672119140625e-06,First-order LINE,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
567,test,0.0138064691637981,1.0,True,0.9421915444348576,0.6666666666666666,1.1119402985074618,0.7775587022763936,0.7889099558731039,0.6651333946642134,0.4967644521138913,0.0642795513373597,0.6898148148148148,0.500861477402294,-0.0126378729851536,0.9931318681318682,0.9357204486626404,0.0578084555651423,-0.0246814201506013,0.6430831176301409,0.3348666053357866,0.3101851851851852,0.89315214986356,-0.0064710957722173,0.6360703812316716,0.595197342365447,0.7282661088757998,105.70849704742432,0.0551731586456298,1698751329.093201,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,6,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,22.639375925064087,21.77520704269409,5.0067901611328125e-06,9.5367431640625e-07,2.1457672119140625e-06,First-order LINE,294,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
568,train,0.0138064691637981,1.0,True,0.2774342010642888,0.6666666666666666,0.1844148089171974,0.86438611589214,0.8643893256528071,0.8620369045916177,0.7946569825974399,0.1332518337408312,0.2694488875963356,0.3613332036327782,0.5909487236829102,3.124157594608605,0.8667481662591687,0.7225657989357112,0.5925880169952822,0.8186873771513495,0.1379630954083822,0.7305511124036643,16.940925801741642,0.5893139651948798,0.7611619829491633,0.8816177807356409,0.9306434298973552,112.2010509967804,0.0505268573760986,1698751464.059362,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,21.21905899047852,20.375239372253414,5.0067901611328125e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
569,test,0.0138064691637981,1.0,True,0.2847282139775668,0.6666666666666666,0.373341375150784,0.7816885208189556,0.7834217769108478,0.8373583045835387,0.7241156169111302,0.2670405522001725,0.4274861878453038,0.3839590237434385,0.4286227765704019,2.574242424242424,0.7329594477998275,0.7152717860224331,0.4098721167382348,0.727063560540696,0.1626416954164613,0.5725138121546962,6.895143682381163,0.4482312338222605,0.6416163141993958,0.7860884329116544,0.8788517804450233,112.2010509967804,0.0505268573760986,1698751464.059362,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,21.21905899047852,20.375239372253414,5.0067901611328125e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
570,train,0.0138064691637981,1.0,True,0.94088882496764,0.6666666666666666,0.1107055961070551,0.8064092461255582,0.821094018523338,0.6786363413076583,0.5262836185819071,0.0065439378685459,0.1812749003984063,0.4932048123121727,0.1616938985256185,1.0558697645979822,0.993456062131454,0.0591111750323601,0.4973614409092519,0.6820077664317561,0.3213636586923417,0.8187250996015936,9.537636774720308,0.0525672371638141,0.6756161971830986,0.6693586609308263,0.7733567925404411,108.7446551322937,0.0509257316589355,1698751573.965732,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,21.21905899047852,20.375239372253414,5.0067901611328125e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
571,test,0.0138064691637981,1.0,True,0.9383088869715271,0.6666666666666666,1.1328671328671336,0.775330396475771,0.7862942315176813,0.6647140434715585,0.4959016393442623,0.0698878343399482,0.6937901498929336,0.50109674967775,-0.0154378995060472,0.991264367816092,0.9301121656600516,0.0616911130284728,-0.0290761064213751,0.6406384814495254,0.3352859565284415,0.3062098501070663,0.8750049666524756,-0.0081967213114754,0.6330935251798561,0.6095547022551498,0.7375397368292881,108.7446551322937,0.0509257316589355,1698751573.965732,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,7,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,21.21905899047852,20.375239372253414,5.0067901611328125e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,336,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
572,train,0.0138064691637981,1.0,True,0.2984323313677549,0.6666666666666666,0.179889298892989,0.8638561069244988,0.8639119992653165,0.854140306481091,0.7876815762980008,0.1262045160362433,0.2645861601085482,0.3688504484948904,0.5824154292967786,2.9279518072289155,0.8737954839637566,0.7015676686322451,0.5895541463725427,0.8163862121865861,0.145859693518909,0.7354138398914518,16.27640902069817,0.5753631525960017,0.7603404042300231,0.8789773765871317,0.929174816318589,105.13157677650452,0.0500679016113281,1698751701.854984,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,20.96903896331787,20.03098487854004,6.198883056640625e-06,1.6689300537109375e-06,2.1457672119140625e-06,First-order LINE,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
573,test,0.0138064691637981,1.0,True,0.2842968075927523,0.6666666666666666,0.3610608800482218,0.7873582961181724,0.7888622550520787,0.8391505979985355,0.7286453839516824,0.2584124245038827,0.4193209660483024,0.3823968310947191,0.4381600333018852,2.608497723823976,0.7415875754961173,0.7157031924072477,0.419829631950233,0.7329594477998275,0.1608494020014644,0.5806790339516976,7.2245371015425315,0.4572907679033648,0.6492917847025496,0.7880785926399614,0.8797257321009968,105.13157677650452,0.0500679016113281,1698751701.854984,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,20.96903896331787,20.03098487854004,6.198883056640625e-06,1.6689300537109375e-06,2.1457672119140625e-06,First-order LINE,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
574,train,0.0138064691637981,1.0,True,0.9394505968646628,0.6666666666666666,0.1092636579572453,0.8066098330024524,0.8212564984339863,0.6789540941708444,0.5269667769308212,0.0066158492736948,0.1793372319688109,0.4930226760813008,0.1641527122765814,1.057409675443968,0.9933841507263051,0.0605494031353372,0.4996168622020334,0.6824392348626492,0.3210459058291556,0.8206627680311891,9.677597246997992,0.0539335538616423,0.6758978373617771,0.6786171638468632,0.7812098269535983,113.17363286018372,0.0582871437072753,1698751816.1804202,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,20.96903896331787,20.03098487854004,6.198883056640625e-06,1.6689300537109375e-06,2.1457672119140625e-06,First-order LINE,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
575,test,0.0138064691637981,1.0,True,0.94434857635893,0.6666666666666666,1.186046511627907,0.7763334827431645,0.7876362434463133,0.6642123025003835,0.494823123382226,0.0660051768766177,0.7034482758620689,0.5013780536464755,-0.0201553860331034,0.989036089538602,0.9339948231233822,0.0556514236410698,-0.0392359733616853,0.6412136899626114,0.3357876974996164,0.296551724137931,0.8338931735325468,-0.0103537532355478,0.6344322344322344,0.6204910076521591,0.7458011068896376,113.17363286018372,0.0582871437072753,1698751816.1804202,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,20.96903896331787,20.03098487854004,6.198883056640625e-06,1.6689300537109375e-06,2.1457672119140625e-06,First-order LINE,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
576,train,0.0138064691637981,1.0,True,0.2936861786279303,0.6666666666666666,0.1873345550804316,0.8614264296423217,0.8614488249803963,0.8552594272753048,0.7869984179490868,0.1323169854738961,0.2725522144867427,0.3678021270670581,0.5783356260820168,2.9544564152791386,0.8676830145261039,0.7063138213720697,0.582707212788562,0.8138932834747591,0.1447405727246952,0.7274477855132573,15.771016799386796,0.5739968358981735,0.7565838976674191,0.8779186484362584,0.9282294925163732,110.06582117080688,0.0606138706207275,1698751946.490106,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,18.64931011199951,17.819304943084717,5.7220458984375e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
577,test,0.0138064691637981,1.0,True,0.2972389991371872,0.6666666666666666,0.3683241252302025,0.7843853441387969,0.7857229980036625,0.8329696969696969,0.7219585849870578,0.2588438308886971,0.4241781548250265,0.38773634437143,0.4259924700017788,2.493468795355588,0.7411561691113029,0.7027610008628128,0.4087915421446704,0.7283577796951395,0.167030303030303,0.5758218451749735,6.769767779390422,0.4439171699741155,0.6452582159624413,0.7881509434734802,0.878354846426819,110.06582117080688,0.0606138706207275,1698751946.490106,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,18.64931011199951,17.819304943084717,5.7220458984375e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
578,train,0.0138064691637981,1.0,True,0.941751761829426,0.6666666666666666,0.1000000000000002,0.8066162956912395,0.8213656470020873,0.6785942178373338,0.5262117071767582,0.0058248238170574,0.1666666666666666,0.4932289505388453,0.163819993083875,1.055665852168601,0.9941751761829426,0.0582482381705738,0.5119275511706671,0.6821995301788197,0.3214057821626662,0.8333333333333334,10.556658521685984,0.0524234143535164,0.6759069130732375,0.6667625976670752,0.7663279992408094,103.19198179244997,0.0506410598754882,1698752050.942286,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,7.390975952148438e-05,3.814697265625e-06,9.5367431640625e-07,18.64931011199951,17.819304943084717,5.7220458984375e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
